iter	Passed	Remaining
1703	4045	233384
1704	4048	233376
1705	4050	233375
1706	4052	233369
1707	4054	233353
1708	4057	233336
1709	4059	233321
1710	4061	233308
1711	4063	233286
1712	4065	233283
1713	4067	233263
1714	4069	233246
1715	4072	233229
1716	4074	233213
1717	4076	233209
1718	4078	233206
1719	4081	233207
1720	4083	233215
1721	4086	233206
1722	4088	233189
1723	4091	233217
1724	4093	233205
1725	4095	233205
1726	4098	233195
1727	4100	233187
1728	4102	233179
1729	4104	233177
1730	4107	233172
1731	4109	233163
1732	4111	233147
1733	4113	233133
1734	4115	233115
1735	4118	233095
1736	4120	233073
1737	4122	233060
1738	4124	233041
1739	4126	233025
1740	4128	233004
1741	4130	232988
1742	4132	232973
1743	4134	232961
1744	4137	232975
1745	4140	232996
1746	4143	233010
1747	4145	233023
1748	4148	233029
1749	4150	233046
1750	4153	233054
1751	4156	233064
1752	4158	233063
1753	4160	233060
1754	4163	233064
1755	4165	233059
1756	4168	233058
1757	4170	233053
1758	4172	233044
1759	4174	233031
1760	4177	233020
1761	4179	233004
1762	4181	233003
1763	4183	232984
1764	4185	232963
1765	4187	232943
1766	4189	232928
1767	4192	232912
1768	4194	232896
1769	4196	232907
1770	4199	232916
1771	4201	232902
1772	4203	232902
1773	4206	232891
1774	4208	232878
1775	4210	232862
1776	4212	232868
1777	4215	232856
1778	4217	232842
1779	4219	232825
1780	4221	232812
1781	4223	232794
1782	4225	232771
1783	4228	232771
1784	4230	232760
1785	4232	232745
1786	4234	232723
1787	4236	232707
1788	4238	232684
1789	4240	232673
1790	4243	232669
1791	4245	232655
1792	4247	232644
1793	4249	232634
1794	4251	232624
1795	4254	232613
1796	4256	232607
1797	4258	232606
1798	4261	232596
1799	4263	232593
1800	4265	232577
1801	4267	232562
1802	4269	232556
1803	4272	232548
1804	4274	232563
1805	4277	232554
1806	4279	232542
1807	4281	232540
1808	4283	232523
1809	4285	232503
1810	4288	232521
1811	4290	232515
1812	4293	232501
1813	4295	232482
1814	4298	232521
1815	4300	232516
1816	4302	232505
1817	4305	232507
1818	4307	232497
1819	4309	232492
1820	4312	232494
1821	4314	232490
1822	4316	232480
1823	4319	232479
1824	4321	232473
1825	4323	232474
1826	4326	232475
1827	4328	232470
1828	4330	232461
1829	4333	232449
1830	4335	232441
1831	4337	232430
1832	4339	232418
1833	4341	232399
1834	4344	232388
1835	4346	232372
1836	4348	232356
1837	4350	232340
1838	4352	232321
1839	4355	232354
1840	4357	232346
1841	4359	232330
1842	4361	232313
1843	4364	232307
1844	4367	232349
1845	4369	232339
1846	4371	232329
1847	4374	232323
1848	4376	232316
1849	4378	232311
1850	4381	232305
1851	4383	232295
1852	4385	232287
1853	4387	232280
1854	4390	232270
1855	4392	232253
1856	4394	232236
1857	4396	232252
1858	4398	232228
1859	4400	232202
1860	4402	232177
1861	4404	232160
1862	4406	232134
1863	4408	232111
1864	4410	232096
1865	4413	232084
1866	4415	232068
1867	4417	232053
1868	4419	232047
1869	4421	232036
1870	4423	232022
1871	4426	232017
1872	4428	232006
1873	4430	231993
1874	4432	231988
1875	4435	231983
1876	4437	231980
1877	4439	231974
1878	4442	231970
1879	4444	231961
1880	4446	231959
1881	4448	231942
1882	4451	231928
1883	4453	231920
1884	4455	231908
1885	4457	231900
1886	4460	231908
1887	4462	231900
1888	4464	231886
1889	4466	231871
1890	4468	231858
1891	4471	231842
1892	4473	231833
1893	4475	231822
1894	4477	231808
1895	4479	231800
1896	4482	231789
1897	4484	231783
1898	4486	231779
1899	4488	231766
1900	4491	231765
1901	4493	231759
1902	4495	231752
1903	4497	231738
1904	4500	231736
1905	4502	231736
1906	4505	231730
1907	4507	231727
1908	4509	231735
1909	4512	231724
1910	4514	231715
1911	4516	231710
1912	4519	231714
1913	4521	231708
1914	4523	231706
1915	4526	231698
1916	4528	231687
1917	4530	231678
1918	4532	231669
1919	4535	231666
1920	4537	231661
1921	4539	231652
1922	4542	231652
1923	4544	231655
1924	4546	231653
1925	4549	231649
1926	4551	231649
1927	4554	231649
1928	4556	231642
1929	4558	231634
1930	4561	231650
1931	4563	231643
1932	4565	231630
1933	4567	231619
1934	4570	231608
1935	4572	231595
1936	4574	231581
1937	4576	231580
1938	4578	231572
1939	4581	231564
1940	4583	231558
1941	4585	231549
1942	4588	231543
1943	4590	231535
1944	4592	231527
1945	4594	231524
1946	4597	231512
1947	4599	231505
1948	4601	231495
1949	4603	231486
1950	4605	231471
1951	4608	231478
1952	4610	231480
1953	4613	231478
1954	4615	231479
1955	4617	231469
1956	4620	231465
1957	4622	231474
1958	4625	231465
1959	4627	231458
1960	4629	231450
1961	4631	231442
1962	4635	231493
1963	4637	231490
1964	4642	231592
1965	4644	231575
1966	4646	231553
1967	4648	231537
1968	4650	231532
1969	4652	231519
1970	4654	231508
1971	4657	231507
1972	4659	231499
1973	4661	231490
1974	4664	231488
1975	4666	231472
1976	4668	231457
1977	4670	231456
1978	4672	231449
1979	4675	231437
1980	4677	231425
1981	4679	231408
1982	4681	231404
1983	4683	231385
1984	4685	231371
1985	4687	231363
1986	4690	231353
1987	4692	231342
1988	4694	231333
1989	4697	231336
1990	4699	231336
1991	4702	231347
1992	4704	231348
1993	4706	231349
1994	4709	231348
1995	4711	231350
1996	4714	231348
1997	4716	231350
1998	4718	231340
1999	4721	231335
2000	4723	231318
