iter	Logloss	Accuracy	Recall	Precision	F1
386	0.1266125316	0.9958333333	0.993442623	0.9983525535	0.9958915366
387	0.125933631	0.9958333333	0.993442623	0.9983525535	0.9958915366
388	0.1255973089	0.99625	0.9942622951	0.9983539095	0.9963039014
389	0.1249175129	0.9975	0.9959016393	0.9991776316	0.9975369458
390	0.1245532503	0.99625	0.9942622951	0.9983539095	0.9963039014
391	0.1242349165	0.99625	0.9942622951	0.9983539095	0.9963039014
392	0.1235317504	0.9966666667	0.9950819672	0.9983552632	0.9967159278
393	0.1231510806	0.9966666667	0.9950819672	0.9983552632	0.9967159278
394	0.1226306598	0.9970833333	0.9950819672	0.9991769547	0.9971252567
395	0.1223964209	0.9970833333	0.9950819672	0.9991769547	0.9971252567
396	0.1220207905	0.9970833333	0.9950819672	0.9991769547	0.9971252567
397	0.121571672	0.9966666667	0.9950819672	0.9983552632	0.9967159278
398	0.1213362848	0.9966666667	0.9950819672	0.9983552632	0.9967159278
399	0.1207229287	0.9966666667	0.9950819672	0.9983552632	0.9967159278
400	0.1204673991	0.9970833333	0.9959016393	0.9983566146	0.9971276159
401	0.1199498527	0.9970833333	0.9959016393	0.9983566146	0.9971276159
402	0.1197404697	0.9970833333	0.9959016393	0.9983566146	0.9971276159
403	0.1193465235	0.9975	0.9967213115	0.9983579639	0.9975389664
404	0.118641421	0.9975	0.9967213115	0.9983579639	0.9975389664
405	0.1181651292	0.9975	0.9967213115	0.9983579639	0.9975389664
406	0.1176289221	0.9975	0.9967213115	0.9983579639	0.9975389664
407	0.1171985455	0.9975	0.9967213115	0.9983579639	0.9975389664
408	0.1165881688	0.9970833333	0.9959016393	0.9983566146	0.9971276159
409	0.1162560748	0.9979166667	0.9975409836	0.9983593109	0.9979499795
410	0.1158351281	0.9979166667	0.9975409836	0.9983593109	0.9979499795
411	0.1154687558	0.9979166667	0.9975409836	0.9983593109	0.9979499795
412	0.1151452288	0.9979166667	0.9975409836	0.9983593109	0.9979499795
413	0.1146870521	0.9975	0.9967213115	0.9983579639	0.9975389664
414	0.1144196622	0.9975	0.9967213115	0.9983579639	0.9975389664
415	0.1139938135	0.9979166667	0.9975409836	0.9983593109	0.9979499795
416	0.113806183	0.9979166667	0.9975409836	0.9983593109	0.9979499795
417	0.1137118672	0.9979166667	0.9975409836	0.9983593109	0.9979499795
418	0.1130395081	0.9975	0.9967213115	0.9983579639	0.9975389664
419	0.1129102489	0.9979166667	0.9975409836	0.9983593109	0.9979499795
420	0.1126350685	0.9979166667	0.9975409836	0.9983593109	0.9979499795
421	0.1123412406	0.9983333333	0.9991803279	0.9975450082	0.9983619984
422	0.1119514017	0.9983333333	0.9991803279	0.9975450082	0.9983619984
423	0.1114410028	0.9991666667	1	0.9983633388	0.9991809992
424	0.111102771	0.99875	0.9991803279	0.9983619984	0.9987709955
425	0.1106519673	0.9991666667	0.9991803279	0.9991803279	0.9991803279
426	0.1103198947	0.9991666667	0.9991803279	0.9991803279	0.9991803279
427	0.1098059264	0.9991666667	0.9991803279	0.9991803279	0.9991803279
428	0.109581157	0.9991666667	0.9991803279	0.9991803279	0.9991803279
429	0.1091532983	0.9991666667	0.9991803279	0.9991803279	0.9991803279
430	0.1089085658	0.9991666667	0.9991803279	0.9991803279	0.9991803279
431	0.1086339825	0.9991666667	0.9991803279	0.9991803279	0.9991803279
432	0.1083473193	0.9991666667	0.9991803279	0.9991803279	0.9991803279
433	0.108116676	0.9991666667	0.9991803279	0.9991803279	0.9991803279
434	0.1078023383	0.9991666667	0.9991803279	0.9991803279	0.9991803279
435	0.1076058559	0.9991666667	0.9991803279	0.9991803279	0.9991803279
436	0.107404588	0.9991666667	0.9991803279	0.9991803279	0.9991803279
437	0.1070095411	0.9991666667	0.9991803279	0.9991803279	0.9991803279
438	0.1066828714	0.9991666667	0.9991803279	0.9991803279	0.9991803279
439	0.1064382002	0.9991666667	0.9991803279	0.9991803279	0.9991803279
440	0.1055010281	0.9991666667	0.9991803279	0.9991803279	0.9991803279
441	0.1050881991	0.9991666667	0.9991803279	0.9991803279	0.9991803279
442	0.1046187475	0.9991666667	0.9991803279	0.9991803279	0.9991803279
443	0.104242664	0.9991666667	0.9991803279	0.9991803279	0.9991803279
444	0.1037911661	0.9991666667	0.9991803279	0.9991803279	0.9991803279
445	0.1034619854	0.9991666667	0.9991803279	0.9991803279	0.9991803279
446	0.1033068015	0.9991666667	0.9991803279	0.9991803279	0.9991803279
447	0.1030641213	0.9991666667	0.9991803279	0.9991803279	0.9991803279
448	0.1028013966	0.9991666667	0.9991803279	0.9991803279	0.9991803279
449	0.1021110975	0.9991666667	1	0.9983633388	0.9991809992
450	0.1016896226	0.99875	0.9991803279	0.9983619984	0.9987709955
451	0.1013014209	0.99875	0.9991803279	0.9983619984	0.9987709955
452	0.1011445264	0.9991666667	1	0.9983633388	0.9991809992
453	0.1010262802	0.99875	0.9991803279	0.9983619984	0.9987709955
454	0.1007821905	0.9991666667	0.9991803279	0.9991803279	0.9991803279
455	0.1005065976	0.9991666667	0.9991803279	0.9991803279	0.9991803279
456	0.100368516	0.9991666667	0.9991803279	0.9991803279	0.9991803279
457	0.1000893927	0.9991666667	0.9991803279	0.9991803279	0.9991803279
458	0.09965005852	0.9991666667	0.9991803279	0.9991803279	0.9991803279
459	0.09940448586	0.9991666667	0.9991803279	0.9991803279	0.9991803279
460	0.09900996143	0.9991666667	0.9991803279	0.9991803279	0.9991803279
461	0.09854363783	0.9991666667	0.9991803279	0.9991803279	0.9991803279
462	0.09832971417	0.9991666667	0.9991803279	0.9991803279	0.9991803279
463	0.09801341153	0.9991666667	0.9991803279	0.9991803279	0.9991803279
464	0.09770612438	0.9991666667	0.9991803279	0.9991803279	0.9991803279
465	0.09728895655	0.9991666667	0.9991803279	0.9991803279	0.9991803279
466	0.09703847114	0.9991666667	0.9991803279	0.9991803279	0.9991803279
467	0.09681302422	0.9991666667	0.9991803279	0.9991803279	0.9991803279
468	0.0966224742	0.9991666667	0.9991803279	0.9991803279	0.9991803279
469	0.09621198722	0.9991666667	0.9991803279	0.9991803279	0.9991803279
470	0.09579131973	0.9991666667	0.9991803279	0.9991803279	0.9991803279
471	0.09551171266	0.9991666667	0.9991803279	0.9991803279	0.9991803279
472	0.09499822937	0.9991666667	0.9991803279	0.9991803279	0.9991803279
473	0.09467261714	0.9991666667	0.9991803279	0.9991803279	0.9991803279
474	0.09442313561	0.9991666667	0.9991803279	0.9991803279	0.9991803279
475	0.09397309579	0.9991666667	0.9991803279	0.9991803279	0.9991803279
476	0.09361106943	0.9991666667	0.9991803279	0.9991803279	0.9991803279
477	0.09346786786	0.9991666667	0.9991803279	0.9991803279	0.9991803279
478	0.09323074775	0.9991666667	0.9991803279	0.9991803279	0.9991803279
479	0.09263814356	0.9991666667	0.9991803279	0.9991803279	0.9991803279
480	0.09220134856	0.9991666667	0.9991803279	0.9991803279	0.9991803279
481	0.09198253426	0.9991666667	0.9991803279	0.9991803279	0.9991803279
482	0.09179375613	0.9991666667	0.9991803279	0.9991803279	0.9991803279
483	0.09151573184	0.9991666667	0.9991803279	0.9991803279	0.9991803279
484	0.09113589083	0.9995833333	0.9991803279	1	0.9995899959
485	0.09098282281	0.9995833333	0.9991803279	1	0.9995899959
486	0.09075359889	0.9995833333	0.9991803279	1	0.9995899959
487	0.09056122347	0.9995833333	0.9991803279	1	0.9995899959
488	0.09025446431	0.9995833333	0.9991803279	1	0.9995899959
489	0.09012419504	0.9995833333	0.9991803279	1	0.9995899959
490	0.08997989209	0.9995833333	0.9991803279	1	0.9995899959
491	0.08981366065	0.9995833333	0.9991803279	1	0.9995899959
492	0.089644231	0.9995833333	0.9991803279	1	0.9995899959
493	0.08938078516	0.9995833333	0.9991803279	1	0.9995899959
494	0.08904876482	0.9995833333	0.9991803279	1	0.9995899959
495	0.08871918572	0.9995833333	0.9991803279	1	0.9995899959
496	0.08857647615	0.9995833333	0.9991803279	1	0.9995899959
497	0.08839125674	0.9995833333	0.9991803279	1	0.9995899959
498	0.08811601862	0.9995833333	0.9991803279	1	0.9995899959
499	0.0874017404	0.9995833333	0.9991803279	1	0.9995899959
500	0.08722394725	0.9995833333	0.9991803279	1	0.9995899959
501	0.08694425622	0.9995833333	0.9991803279	1	0.9995899959
502	0.08666550221	0.9995833333	0.9991803279	1	0.9995899959
503	0.08641930819	0.9995833333	0.9991803279	1	0.9995899959
504	0.08623434602	0.9995833333	0.9991803279	1	0.9995899959
505	0.08578862829	0.9995833333	0.9991803279	1	0.9995899959
506	0.08550925168	0.9995833333	0.9991803279	1	0.9995899959
507	0.08524688207	0.9995833333	1	0.9991809992	0.9995903318
508	0.08490738263	0.9995833333	0.9991803279	1	0.9995899959
509	0.0843313568	0.9995833333	0.9991803279	1	0.9995899959
510	0.08413699467	0.9995833333	1	0.9991809992	0.9995903318
511	0.08398147544	0.9995833333	1	0.9991809992	0.9995903318
512	0.08365114591	0.9995833333	1	0.9991809992	0.9995903318
513	0.0833143147	0.9995833333	0.9991803279	1	0.9995899959
514	0.08307468324	0.9995833333	0.9991803279	1	0.9995899959
515	0.08280333892	0.9995833333	1	0.9991809992	0.9995903318
516	0.08254014406	0.9995833333	0.9991803279	1	0.9995899959
517	0.08238759763	0.9995833333	1	0.9991809992	0.9995903318
518	0.08226228067	0.9995833333	1	0.9991809992	0.9995903318
519	0.08189344798	0.9995833333	1	0.9991809992	0.9995903318
520	0.08172005168	0.9995833333	1	0.9991809992	0.9995903318
521	0.08148469228	0.9995833333	1	0.9991809992	0.9995903318
522	0.08140008798	0.9995833333	1	0.9991809992	0.9995903318
523	0.08124408106	0.9995833333	0.9991803279	1	0.9995899959
524	0.08057298444	0.9995833333	0.9991803279	1	0.9995899959
525	0.08024678151	0.9995833333	0.9991803279	1	0.9995899959
526	0.07982009045	0.9995833333	0.9991803279	1	0.9995899959
527	0.07955353286	0.9995833333	0.9991803279	1	0.9995899959
528	0.07938285397	0.9995833333	0.9991803279	1	0.9995899959
529	0.07916876047	0.9995833333	0.9991803279	1	0.9995899959
530	0.07903647018	0.9995833333	0.9991803279	1	0.9995899959
531	0.07886682622	0.9995833333	0.9991803279	1	0.9995899959
532	0.07866117451	0.9995833333	0.9991803279	1	0.9995899959
533	0.0784131436	0.9995833333	1	0.9991809992	0.9995903318
534	0.07823862762	0.9995833333	0.9991803279	1	0.9995899959
535	0.07807753816	0.9995833333	1	0.9991809992	0.9995903318
536	0.07789004494	0.9995833333	1	0.9991809992	0.9995903318
537	0.07774469136	0.9995833333	1	0.9991809992	0.9995903318
538	0.0773161173	0.9995833333	1	0.9991809992	0.9995903318
539	0.07701140841	0.9995833333	1	0.9991809992	0.9995903318
540	0.07657186266	0.9995833333	1	0.9991809992	0.9995903318
541	0.0764504797	0.9995833333	1	0.9991809992	0.9995903318
542	0.07610474286	0.9995833333	1	0.9991809992	0.9995903318
543	0.07598202078	0.9995833333	1	0.9991809992	0.9995903318
544	0.07580075396	0.9995833333	1	0.9991809992	0.9995903318
545	0.0755231775	0.9995833333	1	0.9991809992	0.9995903318
546	0.07528600527	0.9995833333	1	0.9991809992	0.9995903318
547	0.07509836936	0.9995833333	1	0.9991809992	0.9995903318
548	0.07488255341	0.9995833333	0.9991803279	1	0.9995899959
549	0.07464089413	0.9995833333	0.9991803279	1	0.9995899959
550	0.07435849132	0.9995833333	0.9991803279	1	0.9995899959
551	0.07400449219	0.9995833333	0.9991803279	1	0.9995899959
552	0.07390487767	0.9995833333	0.9991803279	1	0.9995899959
553	0.07380464379	0.9995833333	0.9991803279	1	0.9995899959
554	0.07369165065	0.9995833333	0.9991803279	1	0.9995899959
555	0.0734871115	0.9995833333	0.9991803279	1	0.9995899959
556	0.07337856716	0.9995833333	0.9991803279	1	0.9995899959
557	0.07302873417	0.9995833333	0.9991803279	1	0.9995899959
558	0.07286696634	0.9995833333	0.9991803279	1	0.9995899959
559	0.07242889797	0.9995833333	0.9991803279	1	0.9995899959
560	0.07221832804	0.9995833333	0.9991803279	1	0.9995899959
561	0.07190466163	0.9995833333	0.9991803279	1	0.9995899959
562	0.07179089071	0.9995833333	0.9991803279	1	0.9995899959
563	0.07154546286	0.9995833333	0.9991803279	1	0.9995899959
564	0.07135243977	0.9995833333	0.9991803279	1	0.9995899959
565	0.07120232019	0.9995833333	0.9991803279	1	0.9995899959
566	0.07098064066	0.9995833333	1	0.9991809992	0.9995903318
567	0.07072445175	0.9995833333	1	0.9991809992	0.9995903318
568	0.07047962104	0.9995833333	0.9991803279	1	0.9995899959
569	0.07017098886	0.9995833333	0.9991803279	1	0.9995899959
570	0.06992413363	0.9995833333	0.9991803279	1	0.9995899959
571	0.06970941577	0.9995833333	1	0.9991809992	0.9995903318
572	0.06959350422	0.9995833333	1	0.9991809992	0.9995903318
573	0.06936605467	0.9995833333	0.9991803279	1	0.9995899959
574	0.06916572945	0.9995833333	0.9991803279	1	0.9995899959
575	0.06903223376	0.9995833333	0.9991803279	1	0.9995899959
576	0.06872600768	0.9995833333	0.9991803279	1	0.9995899959
577	0.06861483732	0.9995833333	0.9991803279	1	0.9995899959
578	0.06843030305	0.9995833333	0.9991803279	1	0.9995899959
579	0.06823916592	0.9995833333	1	0.9991809992	0.9995903318
580	0.06802171605	0.9995833333	0.9991803279	1	0.9995899959
581	0.06787417109	0.9995833333	0.9991803279	1	0.9995899959
582	0.0677410432	0.9995833333	0.9991803279	1	0.9995899959
583	0.06761028861	0.9995833333	0.9991803279	1	0.9995899959
584	0.06736914661	0.9995833333	0.9991803279	1	0.9995899959
585	0.06720962504	0.9995833333	0.9991803279	1	0.9995899959
586	0.06698125746	0.9995833333	0.9991803279	1	0.9995899959
587	0.06673810012	0.9995833333	0.9991803279	1	0.9995899959
588	0.06644429331	0.9995833333	0.9991803279	1	0.9995899959
589	0.06631288404	0.9995833333	0.9991803279	1	0.9995899959
590	0.06610548462	0.9995833333	0.9991803279	1	0.9995899959
591	0.06598873427	0.9995833333	0.9991803279	1	0.9995899959
592	0.06586744268	0.9995833333	0.9991803279	1	0.9995899959
593	0.06573495722	0.9995833333	0.9991803279	1	0.9995899959
594	0.06553949784	0.9995833333	1	0.9991809992	0.9995903318
595	0.06526488366	0.9995833333	0.9991803279	1	0.9995899959
596	0.06509288267	0.9995833333	1	0.9991809992	0.9995903318
597	0.06482593875	0.9995833333	1	0.9991809992	0.9995903318
598	0.06463585882	0.9995833333	1	0.9991809992	0.9995903318
599	0.06442772264	0.9995833333	1	0.9991809992	0.9995903318
600	0.06422741758	0.9995833333	1	0.9991809992	0.9995903318
601	0.06407107944	0.9995833333	1	0.9991809992	0.9995903318
602	0.0636389696	0.9995833333	1	0.9991809992	0.9995903318
603	0.06347045685	0.9995833333	1	0.9991809992	0.9995903318
604	0.06335460241	0.9995833333	1	0.9991809992	0.9995903318
605	0.06316028391	0.9995833333	1	0.9991809992	0.9995903318
606	0.06294140732	0.9995833333	1	0.9991809992	0.9995903318
607	0.06268848008	0.9995833333	1	0.9991809992	0.9995903318
608	0.06250258725	0.9995833333	1	0.9991809992	0.9995903318
609	0.06222697907	0.9995833333	1	0.9991809992	0.9995903318
610	0.06198978572	0.9995833333	1	0.9991809992	0.9995903318
611	0.06183892864	0.9995833333	1	0.9991809992	0.9995903318
612	0.0617216449	0.9995833333	1	0.9991809992	0.9995903318
613	0.06146099901	0.9995833333	1	0.9991809992	0.9995903318
614	0.06120388267	0.9995833333	1	0.9991809992	0.9995903318
615	0.06106979509	0.9995833333	1	0.9991809992	0.9995903318
616	0.06090386449	0.9995833333	1	0.9991809992	0.9995903318
617	0.06080119322	0.9995833333	1	0.9991809992	0.9995903318
618	0.06069108636	0.9995833333	1	0.9991809992	0.9995903318
619	0.06032349606	0.9995833333	1	0.9991809992	0.9995903318
620	0.06019492334	0.9995833333	1	0.9991809992	0.9995903318
621	0.060019186	0.9995833333	1	0.9991809992	0.9995903318
622	0.05972680106	0.9995833333	1	0.9991809992	0.9995903318
623	0.05951667311	0.9995833333	1	0.9991809992	0.9995903318
624	0.05929888105	0.9995833333	0.9991803279	1	0.9995899959
625	0.05914912155	0.9995833333	0.9991803279	1	0.9995899959
626	0.05895960769	0.9995833333	0.9991803279	1	0.9995899959
627	0.05873651386	0.9995833333	0.9991803279	1	0.9995899959
628	0.05841357785	0.9995833333	0.9991803279	1	0.9995899959
629	0.05807661438	0.9995833333	0.9991803279	1	0.9995899959
630	0.05793510298	0.9995833333	0.9991803279	1	0.9995899959
631	0.05782985329	0.9995833333	0.9991803279	1	0.9995899959
632	0.0576646978	0.9995833333	1	0.9991809992	0.9995903318
633	0.05742058977	0.9995833333	1	0.9991809992	0.9995903318
634	0.05728398077	0.9995833333	1	0.9991809992	0.9995903318
635	0.05718170178	0.9995833333	1	0.9991809992	0.9995903318
636	0.05712398238	0.9995833333	1	0.9991809992	0.9995903318
637	0.05687520885	0.9995833333	1	0.9991809992	0.9995903318
638	0.05669090776	0.9995833333	0.9991803279	1	0.9995899959
639	0.05663642378	0.9995833333	0.9991803279	1	0.9995899959
640	0.05641235322	0.9995833333	0.9991803279	1	0.9995899959
641	0.05616500632	0.9995833333	0.9991803279	1	0.9995899959
642	0.05605025973	0.9995833333	1	0.9991809992	0.9995903318
643	0.05597469593	0.9995833333	1	0.9991809992	0.9995903318
644	0.05589290147	0.9995833333	1	0.9991809992	0.9995903318
645	0.05581846904	0.9995833333	0.9991803279	1	0.9995899959
646	0.05560095603	0.9995833333	1	0.9991809992	0.9995903318
647	0.05544041511	0.9995833333	1	0.9991809992	0.9995903318
648	0.05535410233	0.9995833333	1	0.9991809992	0.9995903318
649	0.05523878637	0.9995833333	1	0.9991809992	0.9995903318
650	0.05516014285	0.9995833333	1	0.9991809992	0.9995903318
651	0.05498069852	0.9995833333	1	0.9991809992	0.9995903318
652	0.05475387853	0.9995833333	1	0.9991809992	0.9995903318
653	0.05458773788	0.9995833333	0.9991803279	1	0.9995899959
654	0.05425276712	0.9995833333	0.9991803279	1	0.9995899959
655	0.05411919618	0.9995833333	0.9991803279	1	0.9995899959
656	0.05395172256	0.9995833333	0.9991803279	1	0.9995899959
657	0.05385291373	0.9995833333	0.9991803279	1	0.9995899959
658	0.05373235097	0.9995833333	0.9991803279	1	0.9995899959
659	0.05354910836	0.9995833333	0.9991803279	1	0.9995899959
660	0.05346244855	0.9995833333	0.9991803279	1	0.9995899959
661	0.05337709145	0.9995833333	0.9991803279	1	0.9995899959
662	0.05319208095	0.9995833333	0.9991803279	1	0.9995899959
663	0.05297852323	0.9995833333	0.9991803279	1	0.9995899959
664	0.05283436151	0.9995833333	0.9991803279	1	0.9995899959
665	0.05271229854	0.9995833333	0.9991803279	1	0.9995899959
666	0.05268214901	0.9995833333	0.9991803279	1	0.9995899959
667	0.05245906615	0.9995833333	1	0.9991809992	0.9995903318
668	0.0521516343	0.9995833333	1	0.9991809992	0.9995903318
669	0.05202722801	0.9995833333	1	0.9991809992	0.9995903318
670	0.05193349038	0.9995833333	1	0.9991809992	0.9995903318
671	0.05171618628	0.9995833333	1	0.9991809992	0.9995903318
672	0.05160793896	0.9995833333	1	0.9991809992	0.9995903318
673	0.05145414562	0.9995833333	1	0.9991809992	0.9995903318
674	0.05130401109	0.9995833333	1	0.9991809992	0.9995903318
675	0.05114659806	0.9995833333	1	0.9991809992	0.9995903318
676	0.05099466667	0.9995833333	0.9991803279	1	0.9995899959
677	0.0507375087	0.9995833333	0.9991803279	1	0.9995899959
678	0.05058308227	0.9995833333	0.9991803279	1	0.9995899959
679	0.0503551887	0.9995833333	0.9991803279	1	0.9995899959
680	0.05026090622	0.9995833333	0.9991803279	1	0.9995899959
681	0.0500444891	0.9995833333	0.9991803279	1	0.9995899959
682	0.04994962624	0.9995833333	0.9991803279	1	0.9995899959
683	0.04979061216	0.9995833333	0.9991803279	1	0.9995899959
684	0.04975129024	0.9995833333	0.9991803279	1	0.9995899959
685	0.04966859931	0.9995833333	0.9991803279	1	0.9995899959
686	0.04957477432	0.9995833333	0.9991803279	1	0.9995899959
687	0.04950413416	0.9995833333	0.9991803279	1	0.9995899959
688	0.0493567433	0.9995833333	0.9991803279	1	0.9995899959
689	0.04923338069	0.9995833333	0.9991803279	1	0.9995899959
690	0.04905743316	0.9995833333	0.9991803279	1	0.9995899959
691	0.04891142286	0.9995833333	0.9991803279	1	0.9995899959
692	0.04877649984	0.9995833333	0.9991803279	1	0.9995899959
693	0.04865952213	0.9995833333	0.9991803279	1	0.9995899959
694	0.04857916775	0.9995833333	0.9991803279	1	0.9995899959
695	0.0484649719	0.9995833333	0.9991803279	1	0.9995899959
696	0.04840657065	0.9995833333	1	0.9991809992	0.9995903318
697	0.04830792297	0.9995833333	1	0.9991809992	0.9995903318
698	0.04823266942	0.9995833333	0.9991803279	1	0.9995899959
699	0.04805748493	0.9995833333	0.9991803279	1	0.9995899959
700	0.04798728277	0.9995833333	0.9991803279	1	0.9995899959
701	0.04787067173	0.9995833333	0.9991803279	1	0.9995899959
702	0.04781885648	0.9995833333	0.9991803279	1	0.9995899959
703	0.0476740214	0.9995833333	0.9991803279	1	0.9995899959
704	0.04759351094	0.9995833333	0.9991803279	1	0.9995899959
705	0.04752075885	0.9995833333	0.9991803279	1	0.9995899959
706	0.04736841768	0.9995833333	0.9991803279	1	0.9995899959
707	0.04726045188	0.9995833333	0.9991803279	1	0.9995899959
708	0.04715769263	0.9995833333	1	0.9991809992	0.9995903318
709	0.04700136012	0.9995833333	1	0.9991809992	0.9995903318
710	0.04689100825	0.9995833333	0.9991803279	1	0.9995899959
711	0.04675591507	0.9995833333	0.9991803279	1	0.9995899959
712	0.04667013068	0.9995833333	0.9991803279	1	0.9995899959
713	0.04648390662	0.9995833333	0.9991803279	1	0.9995899959
714	0.04638965335	0.9995833333	0.9991803279	1	0.9995899959
715	0.04629922921	0.9995833333	0.9991803279	1	0.9995899959
716	0.04621074255	0.9995833333	0.9991803279	1	0.9995899959
717	0.04609324338	0.9995833333	0.9991803279	1	0.9995899959
718	0.04600973838	0.9995833333	0.9991803279	1	0.9995899959
719	0.04595278447	0.9995833333	0.9991803279	1	0.9995899959
720	0.04585794703	0.9995833333	0.9991803279	1	0.9995899959
721	0.04579532225	0.9995833333	0.9991803279	1	0.9995899959
722	0.04566054512	0.9995833333	0.9991803279	1	0.9995899959
723	0.04559728177	0.9995833333	0.9991803279	1	0.9995899959
724	0.04545214999	0.9995833333	0.9991803279	1	0.9995899959
725	0.04525202197	0.9995833333	0.9991803279	1	0.9995899959
726	0.04512466551	0.9995833333	0.9991803279	1	0.9995899959
727	0.04504577179	0.9995833333	0.9991803279	1	0.9995899959
728	0.04494138599	0.9995833333	0.9991803279	1	0.9995899959
729	0.04486391196	0.9995833333	0.9991803279	1	0.9995899959
730	0.04482314604	0.9995833333	0.9991803279	1	0.9995899959
731	0.04474408787	0.9995833333	0.9991803279	1	0.9995899959
732	0.0446901135	0.9995833333	0.9991803279	1	0.9995899959
733	0.04443771604	0.9995833333	0.9991803279	1	0.9995899959
734	0.04439500301	0.9995833333	0.9991803279	1	0.9995899959
735	0.04435511987	0.9995833333	0.9991803279	1	0.9995899959
736	0.04426914223	0.9995833333	0.9991803279	1	0.9995899959
737	0.04419170047	0.9995833333	0.9991803279	1	0.9995899959
738	0.04410539516	0.9995833333	0.9991803279	1	0.9995899959
739	0.04398453487	0.9995833333	0.9991803279	1	0.9995899959
740	0.04390158922	0.9995833333	0.9991803279	1	0.9995899959
741	0.04381336492	0.9995833333	0.9991803279	1	0.9995899959
742	0.04360228586	0.9995833333	1	0.9991809992	0.9995903318
743	0.04349385159	0.9995833333	1	0.9991809992	0.9995903318
744	0.04333457247	0.9995833333	1	0.9991809992	0.9995903318
745	0.04323215178	0.9995833333	0.9991803279	1	0.9995899959
746	0.04312340415	0.9995833333	1	0.9991809992	0.9995903318
747	0.04308290305	0.9995833333	1	0.9991809992	0.9995903318
748	0.04299410812	0.9995833333	1	0.9991809992	0.9995903318
749	0.0428854586	0.9995833333	1	0.9991809992	0.9995903318
750	0.04277920676	0.9995833333	1	0.9991809992	0.9995903318
751	0.04270798857	0.9995833333	1	0.9991809992	0.9995903318
752	0.04260455861	0.9995833333	0.9991803279	1	0.9995899959
753	0.04254147533	0.9995833333	1	0.9991809992	0.9995903318
754	0.0424126696	0.9995833333	0.9991803279	1	0.9995899959
755	0.04237397763	0.9995833333	0.9991803279	1	0.9995899959
756	0.04226521479	0.9995833333	0.9991803279	1	0.9995899959
757	0.04212835785	0.9995833333	0.9991803279	1	0.9995899959
758	0.04202019707	0.9995833333	0.9991803279	1	0.9995899959
759	0.04185519542	0.9995833333	0.9991803279	1	0.9995899959
760	0.04182450688	0.9995833333	0.9991803279	1	0.9995899959
761	0.041743348	0.9995833333	1	0.9991809992	0.9995903318
762	0.04159106667	0.9995833333	1	0.9991809992	0.9995903318
763	0.04148491655	0.9995833333	0.9991803279	1	0.9995899959
764	0.04145958634	0.9995833333	0.9991803279	1	0.9995899959
765	0.04131704038	0.9995833333	0.9991803279	1	0.9995899959
766	0.04115273666	0.9995833333	1	0.9991809992	0.9995903318
767	0.04103162113	0.9995833333	0.9991803279	1	0.9995899959
768	0.04096772293	0.9995833333	0.9991803279	1	0.9995899959
769	0.04091008762	0.9995833333	0.9991803279	1	0.9995899959
770	0.04084565741	0.9995833333	0.9991803279	1	0.9995899959
771	0.04072991314	0.9995833333	0.9991803279	1	0.9995899959
772	0.04067048624	0.9995833333	0.9991803279	1	0.9995899959
773	0.0405469508	0.9995833333	0.9991803279	1	0.9995899959
774	0.04041463053	0.9995833333	0.9991803279	1	0.9995899959
775	0.04039301066	0.9995833333	0.9991803279	1	0.9995899959
776	0.0403100514	0.9995833333	0.9991803279	1	0.9995899959
777	0.04015916532	0.9995833333	0.9991803279	1	0.9995899959
778	0.04012340341	0.9995833333	0.9991803279	1	0.9995899959
779	0.04005087788	0.9995833333	0.9991803279	1	0.9995899959
780	0.03979138028	0.9995833333	0.9991803279	1	0.9995899959
781	0.03973336977	0.9995833333	0.9991803279	1	0.9995899959
782	0.03967214465	0.9995833333	0.9991803279	1	0.9995899959
783	0.03962506848	0.9995833333	0.9991803279	1	0.9995899959
784	0.03955867343	0.9995833333	0.9991803279	1	0.9995899959
785	0.03949365708	0.9995833333	0.9991803279	1	0.9995899959
786	0.03940699794	0.9995833333	0.9991803279	1	0.9995899959
787	0.03934345834	0.9995833333	0.9991803279	1	0.9995899959
788	0.03926253947	0.9995833333	0.9991803279	1	0.9995899959
789	0.03919815117	0.9995833333	0.9991803279	1	0.9995899959
790	0.03910267704	0.9995833333	0.9991803279	1	0.9995899959
791	0.03902519238	0.9995833333	0.9991803279	1	0.9995899959
792	0.03885200142	0.9995833333	0.9991803279	1	0.9995899959
793	0.03879275197	0.9995833333	0.9991803279	1	0.9995899959
794	0.03867754913	0.9995833333	0.9991803279	1	0.9995899959
795	0.03859454686	0.9995833333	0.9991803279	1	0.9995899959
796	0.03847313502	0.9995833333	0.9991803279	1	0.9995899959
797	0.03838408394	0.9995833333	0.9991803279	1	0.9995899959
798	0.03825097436	0.9995833333	0.9991803279	1	0.9995899959
799	0.03821131015	0.9995833333	0.9991803279	1	0.9995899959
800	0.03816254111	0.9995833333	0.9991803279	1	0.9995899959
801	0.0380773788	0.9995833333	0.9991803279	1	0.9995899959
802	0.03800307688	0.9995833333	0.9991803279	1	0.9995899959
803	0.03789350803	0.9995833333	0.9991803279	1	0.9995899959
804	0.03782750817	0.9995833333	0.9991803279	1	0.9995899959
805	0.03775249102	0.9995833333	0.9991803279	1	0.9995899959
806	0.03767915398	0.9995833333	0.9991803279	1	0.9995899959
807	0.03755061926	0.9995833333	1	0.9991809992	0.9995903318
808	0.03736443143	0.9995833333	1	0.9991809992	0.9995903318
