iter	Logloss	Accuracy	Recall	Precision	F1
809	0.03732520482	0.9995833333	1	0.9991809992	0.9995903318
810	0.03716800848	0.9995833333	0.9991803279	1	0.9995899959
811	0.03710260002	0.9995833333	0.9991803279	1	0.9995899959
812	0.03701493184	0.9995833333	0.9991803279	1	0.9995899959
813	0.03695465989	0.9995833333	1	0.9991809992	0.9995903318
814	0.0368464227	0.9995833333	1	0.9991809992	0.9995903318
815	0.0367411486	0.9995833333	0.9991803279	1	0.9995899959
816	0.03669386978	0.9995833333	0.9991803279	1	0.9995899959
817	0.0365891216	0.9995833333	0.9991803279	1	0.9995899959
818	0.03652905635	0.9995833333	0.9991803279	1	0.9995899959
819	0.03641311268	0.9995833333	0.9991803279	1	0.9995899959
820	0.0363450386	0.9995833333	0.9991803279	1	0.9995899959
821	0.03620020656	0.9995833333	0.9991803279	1	0.9995899959
822	0.03612900717	0.9995833333	0.9991803279	1	0.9995899959
823	0.0360346299	0.9995833333	0.9991803279	1	0.9995899959
824	0.03599730161	0.9995833333	0.9991803279	1	0.9995899959
825	0.03585289475	0.9995833333	0.9991803279	1	0.9995899959
826	0.03575450426	0.9995833333	0.9991803279	1	0.9995899959
827	0.03572876482	0.9995833333	0.9991803279	1	0.9995899959
828	0.03563996583	0.9995833333	0.9991803279	1	0.9995899959
829	0.03559520806	0.9995833333	0.9991803279	1	0.9995899959
830	0.03546734477	0.9995833333	0.9991803279	1	0.9995899959
831	0.03540338607	0.9995833333	0.9991803279	1	0.9995899959
832	0.03532793746	0.9995833333	0.9991803279	1	0.9995899959
833	0.03523819241	0.9995833333	0.9991803279	1	0.9995899959
834	0.03513398008	0.9995833333	0.9991803279	1	0.9995899959
835	0.0350370292	0.9995833333	0.9991803279	1	0.9995899959
836	0.0349416793	0.9995833333	0.9991803279	1	0.9995899959
837	0.03485483919	0.9995833333	0.9991803279	1	0.9995899959
838	0.03481746686	0.9995833333	0.9991803279	1	0.9995899959
839	0.03477488029	0.9995833333	0.9991803279	1	0.9995899959
840	0.03467283413	0.9995833333	0.9991803279	1	0.9995899959
841	0.03458102847	0.9995833333	0.9991803279	1	0.9995899959
842	0.03453943917	0.9995833333	0.9991803279	1	0.9995899959
843	0.03448728668	0.9995833333	0.9991803279	1	0.9995899959
844	0.03435811841	0.9995833333	1	0.9991809992	0.9995903318
845	0.03421920909	0.9995833333	1	0.9991809992	0.9995903318
846	0.03415305505	0.9995833333	1	0.9991809992	0.9995903318
847	0.03405008386	0.9995833333	1	0.9991809992	0.9995903318
848	0.03394456129	0.9995833333	1	0.9991809992	0.9995903318
849	0.03384372334	0.9995833333	1	0.9991809992	0.9995903318
850	0.03370967701	0.9995833333	1	0.9991809992	0.9995903318
851	0.03364239232	0.9995833333	1	0.9991809992	0.9995903318
852	0.03355561076	0.9995833333	1	0.9991809992	0.9995903318
853	0.0334384146	0.9995833333	1	0.9991809992	0.9995903318
854	0.03340576098	0.9995833333	1	0.9991809992	0.9995903318
855	0.03337498596	0.9995833333	1	0.9991809992	0.9995903318
856	0.03331148954	0.9995833333	1	0.9991809992	0.9995903318
857	0.03323167209	0.9995833333	1	0.9991809992	0.9995903318
858	0.03318074269	0.9995833333	0.9991803279	1	0.9995899959
859	0.03311430667	0.9995833333	1	0.9991809992	0.9995903318
860	0.03300974992	0.9995833333	1	0.9991809992	0.9995903318
861	0.03292384818	0.9995833333	1	0.9991809992	0.9995903318
862	0.03289484533	0.9995833333	1	0.9991809992	0.9995903318
863	0.0328446641	0.9995833333	1	0.9991809992	0.9995903318
864	0.03278864305	0.9995833333	1	0.9991809992	0.9995903318
865	0.03265142963	0.9995833333	1	0.9991809992	0.9995903318
866	0.03259309916	0.9995833333	1	0.9991809992	0.9995903318
867	0.03251252717	0.9995833333	0.9991803279	1	0.9995899959
868	0.03243213957	0.9995833333	0.9991803279	1	0.9995899959
869	0.03238217658	0.9995833333	1	0.9991809992	0.9995903318
870	0.03230571132	0.9995833333	0.9991803279	1	0.9995899959
871	0.03227706873	0.9995833333	0.9991803279	1	0.9995899959
872	0.03213852573	0.9995833333	0.9991803279	1	0.9995899959
873	0.03199827141	0.9995833333	0.9991803279	1	0.9995899959
874	0.03186795058	0.9995833333	0.9991803279	1	0.9995899959
875	0.03180590806	0.9995833333	0.9991803279	1	0.9995899959
876	0.03174382324	0.9995833333	0.9991803279	1	0.9995899959
877	0.03169271133	0.9995833333	0.9991803279	1	0.9995899959
878	0.03164184588	0.9995833333	0.9991803279	1	0.9995899959
879	0.03154804153	0.9995833333	0.9991803279	1	0.9995899959
880	0.03144757842	0.9995833333	0.9991803279	1	0.9995899959
881	0.03138916066	0.9995833333	0.9991803279	1	0.9995899959
882	0.0312946194	0.9995833333	0.9991803279	1	0.9995899959
883	0.03121213498	0.9995833333	0.9991803279	1	0.9995899959
884	0.03116979418	0.9995833333	0.9991803279	1	0.9995899959
885	0.03100853418	0.9995833333	1	0.9991809992	0.9995903318
886	0.03086983532	0.9995833333	1	0.9991809992	0.9995903318
887	0.03080844097	0.9995833333	1	0.9991809992	0.9995903318
888	0.0306919179	0.9995833333	0.9991803279	1	0.9995899959
889	0.03064714652	0.9995833333	0.9991803279	1	0.9995899959
890	0.03058136381	0.9995833333	0.9991803279	1	0.9995899959
891	0.03050054946	0.9995833333	0.9991803279	1	0.9995899959
892	0.03038895139	0.9995833333	0.9991803279	1	0.9995899959
893	0.03034375979	0.9995833333	0.9991803279	1	0.9995899959
894	0.03018221104	0.9995833333	0.9991803279	1	0.9995899959
895	0.03011943207	0.9995833333	0.9991803279	1	0.9995899959
896	0.03010671627	0.9995833333	0.9991803279	1	0.9995899959
897	0.0300687286	0.9995833333	0.9991803279	1	0.9995899959
898	0.03002995642	0.9995833333	0.9991803279	1	0.9995899959
899	0.02996257295	0.9995833333	0.9991803279	1	0.9995899959
900	0.02988095964	0.9995833333	0.9991803279	1	0.9995899959
901	0.02981400864	0.9995833333	0.9991803279	1	0.9995899959
902	0.02969252523	0.9995833333	0.9991803279	1	0.9995899959
903	0.02960128716	0.9995833333	0.9991803279	1	0.9995899959
904	0.02948623858	0.9995833333	0.9991803279	1	0.9995899959
905	0.02942749826	0.9995833333	0.9991803279	1	0.9995899959
906	0.02937943356	0.9995833333	0.9991803279	1	0.9995899959
907	0.02930944968	0.9995833333	0.9991803279	1	0.9995899959
908	0.02925377663	0.9995833333	0.9991803279	1	0.9995899959
909	0.02917321802	0.9995833333	0.9991803279	1	0.9995899959
910	0.02908866754	0.9995833333	0.9991803279	1	0.9995899959
911	0.02901404064	0.9995833333	0.9991803279	1	0.9995899959
912	0.02893110519	0.9995833333	0.9991803279	1	0.9995899959
913	0.02888623046	0.9995833333	0.9991803279	1	0.9995899959
914	0.02881980454	0.9995833333	0.9991803279	1	0.9995899959
915	0.02873294408	0.9995833333	0.9991803279	1	0.9995899959
916	0.02868064933	0.9995833333	0.9991803279	1	0.9995899959
917	0.02862112837	0.9995833333	0.9991803279	1	0.9995899959
918	0.02855630663	0.9995833333	0.9991803279	1	0.9995899959
919	0.02850286931	0.9995833333	0.9991803279	1	0.9995899959
920	0.02845652076	0.9995833333	0.9991803279	1	0.9995899959
921	0.02836324346	0.9995833333	0.9991803279	1	0.9995899959
922	0.02831343145	0.9995833333	0.9991803279	1	0.9995899959
923	0.02824215935	0.9995833333	0.9991803279	1	0.9995899959
924	0.02819714359	0.9995833333	0.9991803279	1	0.9995899959
925	0.02815610704	0.9995833333	1	0.9991809992	0.9995903318
926	0.02811405481	0.9995833333	0.9991803279	1	0.9995899959
927	0.02802382659	0.9995833333	0.9991803279	1	0.9995899959
928	0.02796666448	0.9995833333	0.9991803279	1	0.9995899959
929	0.02792755122	0.9995833333	0.9991803279	1	0.9995899959
930	0.0278430981	0.9995833333	1	0.9991809992	0.9995903318
931	0.02779942622	0.9995833333	1	0.9991809992	0.9995903318
932	0.02776043986	0.9995833333	1	0.9991809992	0.9995903318
933	0.02765150827	0.9995833333	0.9991803279	1	0.9995899959
934	0.02758794701	0.9995833333	0.9991803279	1	0.9995899959
935	0.02753528638	0.9995833333	0.9991803279	1	0.9995899959
936	0.02751882058	0.9995833333	0.9991803279	1	0.9995899959
937	0.02746955309	0.9995833333	0.9991803279	1	0.9995899959
938	0.02739100448	0.9995833333	0.9991803279	1	0.9995899959
939	0.02737392995	0.9995833333	0.9991803279	1	0.9995899959
940	0.02733265523	0.9995833333	0.9991803279	1	0.9995899959
941	0.0272771454	0.9995833333	0.9991803279	1	0.9995899959
942	0.02720977881	0.9995833333	0.9991803279	1	0.9995899959
943	0.02709375967	0.9995833333	0.9991803279	1	0.9995899959
944	0.02705587907	0.9995833333	1	0.9991809992	0.9995903318
945	0.02701693886	0.9995833333	1	0.9991809992	0.9995903318
946	0.02696170261	0.9995833333	1	0.9991809992	0.9995903318
947	0.02696167387	0.9995833333	1	0.9991809992	0.9995903318
948	0.02691261071	0.9995833333	0.9991803279	1	0.9995899959
949	0.02685461444	0.9995833333	0.9991803279	1	0.9995899959
950	0.02679866237	0.9995833333	0.9991803279	1	0.9995899959
951	0.02673034727	0.9995833333	0.9991803279	1	0.9995899959
952	0.02657169682	0.9995833333	0.9991803279	1	0.9995899959
953	0.02653360331	0.9995833333	0.9991803279	1	0.9995899959
954	0.02649299852	0.9995833333	0.9991803279	1	0.9995899959
955	0.02635937552	0.9995833333	0.9991803279	1	0.9995899959
956	0.02632572352	0.9995833333	0.9991803279	1	0.9995899959
957	0.0262817881	0.9995833333	0.9991803279	1	0.9995899959
958	0.02628006939	0.9995833333	0.9991803279	1	0.9995899959
959	0.02618167603	0.9995833333	0.9991803279	1	0.9995899959
960	0.02611143784	0.9995833333	0.9991803279	1	0.9995899959
961	0.02606669494	0.9995833333	0.9991803279	1	0.9995899959
962	0.02596016062	0.9995833333	0.9991803279	1	0.9995899959
963	0.02592869481	0.9995833333	0.9991803279	1	0.9995899959
964	0.0258885482	0.9995833333	0.9991803279	1	0.9995899959
965	0.0258453864	0.9995833333	0.9991803279	1	0.9995899959
966	0.02578658778	0.9995833333	0.9991803279	1	0.9995899959
967	0.02569934388	0.9995833333	0.9991803279	1	0.9995899959
968	0.02566590707	0.9995833333	0.9991803279	1	0.9995899959
969	0.02562905682	0.9995833333	0.9991803279	1	0.9995899959
970	0.02558649948	0.9995833333	0.9991803279	1	0.9995899959
971	0.02547753189	0.9995833333	0.9991803279	1	0.9995899959
972	0.0254533572	0.9995833333	0.9991803279	1	0.9995899959
973	0.02541984489	0.9995833333	0.9991803279	1	0.9995899959
974	0.02537497954	0.9995833333	0.9991803279	1	0.9995899959
975	0.02534763682	0.9995833333	0.9991803279	1	0.9995899959
976	0.02530113113	0.9995833333	0.9991803279	1	0.9995899959
977	0.02520566156	0.9995833333	0.9991803279	1	0.9995899959
978	0.02517514179	0.9995833333	0.9991803279	1	0.9995899959
979	0.02517509572	0.9995833333	0.9991803279	1	0.9995899959
980	0.0251360524	0.9995833333	0.9991803279	1	0.9995899959
981	0.02509044403	0.9995833333	0.9991803279	1	0.9995899959
982	0.02501906284	0.9995833333	0.9991803279	1	0.9995899959
983	0.02497302703	0.9995833333	0.9991803279	1	0.9995899959
984	0.02491165754	0.9995833333	0.9991803279	1	0.9995899959
985	0.0248817886	0.9995833333	0.9991803279	1	0.9995899959
986	0.02479092698	0.9995833333	0.9991803279	1	0.9995899959
987	0.0247428993	0.9995833333	0.9991803279	1	0.9995899959
988	0.02464114999	0.9995833333	0.9991803279	1	0.9995899959
989	0.02461346743	0.9995833333	0.9991803279	1	0.9995899959
990	0.02458637485	0.9995833333	0.9991803279	1	0.9995899959
991	0.02453266153	0.9995833333	0.9991803279	1	0.9995899959
992	0.02449200554	0.9995833333	0.9991803279	1	0.9995899959
993	0.02447502215	0.9995833333	0.9991803279	1	0.9995899959
994	0.02441652954	0.9995833333	0.9991803279	1	0.9995899959
995	0.0243903095	0.9995833333	0.9991803279	1	0.9995899959
996	0.02434375816	0.9995833333	1	0.9991809992	0.9995903318
997	0.02422798388	0.9995833333	0.9991803279	1	0.9995899959
998	0.02421065983	0.9995833333	0.9991803279	1	0.9995899959
999	0.0241503779	0.9995833333	0.9991803279	1	0.9995899959
1000	0.02409617937	0.9995833333	0.9991803279	1	0.9995899959
1001	0.02403596229	0.9995833333	0.9991803279	1	0.9995899959
1002	0.02400194244	0.9995833333	0.9991803279	1	0.9995899959
1003	0.02389899445	0.9995833333	0.9991803279	1	0.9995899959
1004	0.02382157147	0.9995833333	0.9991803279	1	0.9995899959
1005	0.02382150674	0.9995833333	0.9991803279	1	0.9995899959
1006	0.02382142495	0.9995833333	0.9991803279	1	0.9995899959
1007	0.02378547521	0.9995833333	0.9991803279	1	0.9995899959
1008	0.02374127084	0.9995833333	1	0.9991809992	0.9995903318
1009	0.0237018233	0.9995833333	0.9991803279	1	0.9995899959
1010	0.02367289859	0.9995833333	1	0.9991809992	0.9995903318
1011	0.02360996647	0.9995833333	0.9991803279	1	0.9995899959
1012	0.0235587341	0.9995833333	0.9991803279	1	0.9995899959
1013	0.0235586266	0.9995833333	0.9991803279	1	0.9995899959
1014	0.02353522887	0.9995833333	0.9991803279	1	0.9995899959
1015	0.0234730646	0.9995833333	0.9991803279	1	0.9995899959
1016	0.02340082175	0.9995833333	0.9991803279	1	0.9995899959
1017	0.02337622563	0.9995833333	0.9991803279	1	0.9995899959
1018	0.02334936375	0.9995833333	0.9991803279	1	0.9995899959
1019	0.02333344601	0.9995833333	0.9991803279	1	0.9995899959
1020	0.02330507123	0.9995833333	0.9991803279	1	0.9995899959
1021	0.02325154293	0.9995833333	1	0.9991809992	0.9995903318
1022	0.02320801505	0.9995833333	0.9991803279	1	0.9995899959
1023	0.02313736197	0.9995833333	0.9991803279	1	0.9995899959
1024	0.02313538474	0.9995833333	0.9991803279	1	0.9995899959
1025	0.02310397907	0.9995833333	0.9991803279	1	0.9995899959
1026	0.0230688388	0.9995833333	0.9991803279	1	0.9995899959
1027	0.02304588408	0.9995833333	0.9991803279	1	0.9995899959
1028	0.02303207097	0.9995833333	0.9991803279	1	0.9995899959
1029	0.02303201074	0.9995833333	0.9991803279	1	0.9995899959
1030	0.02295557293	0.9995833333	0.9991803279	1	0.9995899959
1031	0.02286362969	0.9995833333	0.9991803279	1	0.9995899959
1032	0.02281545655	0.9995833333	0.9991803279	1	0.9995899959
1033	0.02270782074	0.9995833333	0.9991803279	1	0.9995899959
1034	0.0226775984	0.9995833333	0.9991803279	1	0.9995899959
1035	0.02265902405	0.9995833333	0.9991803279	1	0.9995899959
1036	0.0226046619	0.9995833333	0.9991803279	1	0.9995899959
1037	0.02260459382	0.9995833333	0.9991803279	1	0.9995899959
1038	0.02254189359	0.9995833333	0.9991803279	1	0.9995899959
1039	0.02249150054	0.9995833333	0.9991803279	1	0.9995899959
1040	0.02244779095	0.9995833333	0.9991803279	1	0.9995899959
1041	0.02240408613	0.9995833333	0.9991803279	1	0.9995899959
1042	0.02236452945	0.9995833333	0.9991803279	1	0.9995899959
1043	0.02232568023	0.9995833333	0.9991803279	1	0.9995899959
1044	0.02224577124	0.9995833333	0.9991803279	1	0.9995899959
1045	0.0221879132	0.9995833333	0.9991803279	1	0.9995899959
1046	0.02215002808	0.9995833333	1	0.9991809992	0.9995903318
1047	0.02211205009	0.9995833333	0.9991803279	1	0.9995899959
1048	0.02207653749	0.9995833333	1	0.9991809992	0.9995903318
1049	0.02198828272	0.9995833333	1	0.9991809992	0.9995903318
1050	0.02195138095	0.9995833333	0.9991803279	1	0.9995899959
1051	0.02189079269	0.9995833333	1	0.9991809992	0.9995903318
1052	0.02182320866	0.9995833333	1	0.9991809992	0.9995903318
1053	0.02179213456	0.9995833333	0.9991803279	1	0.9995899959
1054	0.02176473544	0.9995833333	0.9991803279	1	0.9995899959
1055	0.02172761034	0.9995833333	0.9991803279	1	0.9995899959
1056	0.02171441486	0.9995833333	0.9991803279	1	0.9995899959
1057	0.02169358862	0.9995833333	0.9991803279	1	0.9995899959
1058	0.02164050957	0.9995833333	0.9991803279	1	0.9995899959
1059	0.0216076351	0.9995833333	1	0.9991809992	0.9995903318
1060	0.02157968696	0.9995833333	1	0.9991809992	0.9995903318
1061	0.02154376132	0.9995833333	1	0.9991809992	0.9995903318
1062	0.0214964934	0.9995833333	1	0.9991809992	0.9995903318
1063	0.02145374591	0.9995833333	1	0.9991809992	0.9995903318
1064	0.02137225685	0.9995833333	1	0.9991809992	0.9995903318
1065	0.02132837148	0.9995833333	1	0.9991809992	0.9995903318
1066	0.02130030002	0.9995833333	1	0.9991809992	0.9995903318
1067	0.02130028265	0.9995833333	1	0.9991809992	0.9995903318
1068	0.02127576629	0.9995833333	0.9991803279	1	0.9995899959
1069	0.02124491269	0.9995833333	0.9991803279	1	0.9995899959
1070	0.0212071607	0.9995833333	1	0.9991809992	0.9995903318
1071	0.02116204036	0.9995833333	1	0.9991809992	0.9995903318
1072	0.02109067115	0.9995833333	1	0.9991809992	0.9995903318
1073	0.0210760878	0.9995833333	1	0.9991809992	0.9995903318
1074	0.02102033371	0.9995833333	1	0.9991809992	0.9995903318
1075	0.02102018378	0.9995833333	1	0.9991809992	0.9995903318
1076	0.02097831704	0.9995833333	1	0.9991809992	0.9995903318
1077	0.02092458938	0.9995833333	0.9991803279	1	0.9995899959
1078	0.02092451038	0.9995833333	0.9991803279	1	0.9995899959
1079	0.02091097276	0.9995833333	1	0.9991809992	0.9995903318
1080	0.02086703782	0.9995833333	0.9991803279	1	0.9995899959
1081	0.0208268101	0.9995833333	0.9991803279	1	0.9995899959
1082	0.02078390379	0.9995833333	0.9991803279	1	0.9995899959
1083	0.02075396281	0.9995833333	0.9991803279	1	0.9995899959
1084	0.0206696996	0.9995833333	0.9991803279	1	0.9995899959
1085	0.02063932092	0.9995833333	0.9991803279	1	0.9995899959
1086	0.02062170952	0.9995833333	0.9991803279	1	0.9995899959
1087	0.02058886098	0.9995833333	0.9991803279	1	0.9995899959
1088	0.02053995626	0.9995833333	0.9991803279	1	0.9995899959
1089	0.02050299474	0.9995833333	0.9991803279	1	0.9995899959
1090	0.02045471412	0.9995833333	0.9991803279	1	0.9995899959
1091	0.02039019608	0.9995833333	0.9991803279	1	0.9995899959
1092	0.02031690212	0.9995833333	0.9991803279	1	0.9995899959
1093	0.02025416449	0.9995833333	0.9991803279	1	0.9995899959
1094	0.02020826486	0.9995833333	1	0.9991809992	0.9995903318
1095	0.02015335371	0.9995833333	1	0.9991809992	0.9995903318
1096	0.02015310286	0.9995833333	1	0.9991809992	0.9995903318
1097	0.02010381386	0.9995833333	1	0.9991809992	0.9995903318
1098	0.02006218643	0.9995833333	0.9991803279	1	0.9995899959
1099	0.02002099052	0.9995833333	1	0.9991809992	0.9995903318
1100	0.01998830797	0.9995833333	1	0.9991809992	0.9995903318
1101	0.01995185635	0.9995833333	1	0.9991809992	0.9995903318
1102	0.01985812035	0.9995833333	1	0.9991809992	0.9995903318
1103	0.01985722221	0.9995833333	1	0.9991809992	0.9995903318
1104	0.01982333349	0.9995833333	0.9991803279	1	0.9995899959
1105	0.01978972405	0.9995833333	0.9991803279	1	0.9995899959
1106	0.01977711007	0.9995833333	0.9991803279	1	0.9995899959
1107	0.01976439971	0.9995833333	0.9991803279	1	0.9995899959
1108	0.01970823335	0.9995833333	0.9991803279	1	0.9995899959
1109	0.01970794597	0.9995833333	0.9991803279	1	0.9995899959
1110	0.01970791706	0.9995833333	0.9991803279	1	0.9995899959
1111	0.01965318976	0.9995833333	0.9991803279	1	0.9995899959
1112	0.01962064276	0.9995833333	0.9991803279	1	0.9995899959
1113	0.01962049446	0.9995833333	0.9991803279	1	0.9995899959
1114	0.0195862585	0.9995833333	0.9991803279	1	0.9995899959
1115	0.01955297275	0.9995833333	0.9991803279	1	0.9995899959
1116	0.01951745962	0.9995833333	1	0.9991809992	0.9995903318
1117	0.01951736496	0.9995833333	1	0.9991809992	0.9995903318
1118	0.01948226323	0.9995833333	0.9991803279	1	0.9995899959
1119	0.01943241755	0.9995833333	1	0.9991809992	0.9995903318
1120	0.01941972062	0.9995833333	0.9991803279	1	0.9995899959
1121	0.01941967371	0.9995833333	0.9991803279	1	0.9995899959
1122	0.01939399845	0.9995833333	1	0.9991809992	0.9995903318
1123	0.01939380476	0.9995833333	1	0.9991809992	0.9995903318
1124	0.01934183894	0.9995833333	0.9991803279	1	0.9995899959
1125	0.01934183894	0.9995833333	0.9991803279	1	0.9995899959
1126	0.01931609467	0.9995833333	0.9991803279	1	0.9995899959
1127	0.01931492969	0.9995833333	0.9991803279	1	0.9995899959
1128	0.01931481874	0.9995833333	0.9991803279	1	0.9995899959
1129	0.01930725631	0.9995833333	0.9991803279	1	0.9995899959
1130	0.01930021708	0.9995833333	0.9991803279	1	0.9995899959
1131	0.01930018233	0.9995833333	0.9991803279	1	0.9995899959
1132	0.01927348865	0.9995833333	0.9991803279	1	0.9995899959
1133	0.01924345775	0.9995833333	0.9991803279	1	0.9995899959
1134	0.01923120001	0.9995833333	0.9991803279	1	0.9995899959
1135	0.01923115726	0.9995833333	0.9991803279	1	0.9995899959
1136	0.01920448321	0.9995833333	0.9991803279	1	0.9995899959
1137	0.01920438319	0.9995833333	0.9991803279	1	0.9995899959
1138	0.01920436738	0.9995833333	0.9991803279	1	0.9995899959
1139	0.01917035478	0.9995833333	0.9991803279	1	0.9995899959
1140	0.01916933786	0.9995833333	0.9991803279	1	0.9995899959
1141	0.01915462289	0.9995833333	0.9991803279	1	0.9995899959
1142	0.01910220564	0.9995833333	0.9991803279	1	0.9995899959
1143	0.01907397683	0.9995833333	1	0.9991809992	0.9995903318
1144	0.01907222317	0.9995833333	1	0.9991809992	0.9995903318
1145	0.01907214754	0.9995833333	1	0.9991809992	0.9995903318
1146	0.01903235184	0.9995833333	1	0.9991809992	0.9995903318
1147	0.01895865394	0.9995833333	1	0.9991809992	0.9995903318
1148	0.01895853286	0.9995833333	1	0.9991809992	0.9995903318
1149	0.01892000944	0.9995833333	1	0.9991809992	0.9995903318
1150	0.01889127573	0.9995833333	0.9991803279	1	0.9995899959
1151	0.01885179398	0.9995833333	0.9991803279	1	0.9995899959
1152	0.01880676046	0.9995833333	0.9991803279	1	0.9995899959
1153	0.01874587648	0.9995833333	0.9991803279	1	0.9995899959
1154	0.01871124889	0.9995833333	0.9991803279	1	0.9995899959
1155	0.01867765317	0.9995833333	0.9991803279	1	0.9995899959
1156	0.01865243378	0.9995833333	0.9991803279	1	0.9995899959
1157	0.01865211649	0.9995833333	0.9991803279	1	0.9995899959
1158	0.01862371366	0.9995833333	0.9991803279	1	0.9995899959
1159	0.01862366134	0.9995833333	0.9991803279	1	0.9995899959
1160	0.01859332504	0.9995833333	0.9991803279	1	0.9995899959
1161	0.01857019923	0.9995833333	0.9991803279	1	0.9995899959
1162	0.01854534356	0.9995833333	0.9991803279	1	0.9995899959
1163	0.01850883112	0.9995833333	0.9991803279	1	0.9995899959
1164	0.01846942412	0.9995833333	0.9991803279	1	0.9995899959
1165	0.01842428623	0.9995833333	0.9991803279	1	0.9995899959
1166	0.01842418686	0.9995833333	0.9991803279	1	0.9995899959
1167	0.01839788462	0.9995833333	1	0.9991809992	0.9995903318
1168	0.01837803576	0.9995833333	1	0.9991809992	0.9995903318
1169	0.01837800446	0.9995833333	1	0.9991809992	0.9995903318
1170	0.01834380835	0.9995833333	1	0.9991809992	0.9995903318
1171	0.01834376006	0.9995833333	1	0.9991809992	0.9995903318
1172	0.01834366767	0.9995833333	1	0.9991809992	0.9995903318
1173	0.01832248359	0.9995833333	0.9991803279	1	0.9995899959
1174	0.01829396132	0.9995833333	0.9991803279	1	0.9995899959
1175	0.01824546877	0.9995833333	0.9991803279	1	0.9995899959
1176	0.01819505375	0.9995833333	0.9991803279	1	0.9995899959
1177	0.01818035544	0.9995833333	0.9991803279	1	0.9995899959
1178	0.01814121364	0.9995833333	1	0.9991809992	0.9995903318
1179	0.01810764046	0.9995833333	0.9991803279	1	0.9995899959
1180	0.01810734705	0.9995833333	0.9991803279	1	0.9995899959
1181	0.01810727392	0.9995833333	0.9991803279	1	0.9995899959
1182	0.01810727392	0.9995833333	0.9991803279	1	0.9995899959
1183	0.01810709398	0.9995833333	0.9991803279	1	0.9995899959
1184	0.01810680807	0.9995833333	0.9991803279	1	0.9995899959
1185	0.01810663165	0.9995833333	0.9991803279	1	0.9995899959
1186	0.0181065442	0.9995833333	0.9991803279	1	0.9995899959
1187	0.0181051267	0.9995833333	0.9991803279	1	0.9995899959
1188	0.01810485564	0.9995833333	0.9991803279	1	0.9995899959
1189	0.0181045883	0.9995833333	0.9991803279	1	0.9995899959
1190	0.01805875461	0.9995833333	0.9991803279	1	0.9995899959
1191	0.01805871128	0.9995833333	0.9991803279	1	0.9995899959
1192	0.01805850485	0.9995833333	0.9991803279	1	0.9995899959
1193	0.01805846326	0.9995833333	0.9991803279	1	0.9995899959
1194	0.01805840636	0.9995833333	0.9991803279	1	0.9995899959
1195	0.0180583443	0.9995833333	0.9991803279	1	0.9995899959
1196	0.01799951963	0.9995833333	0.9991803279	1	0.9995899959
1197	0.01794782233	0.9995833333	0.9991803279	1	0.9995899959
1198	0.01793400782	0.9995833333	0.9991803279	1	0.9995899959
1199	0.01791034966	0.9995833333	0.9991803279	1	0.9995899959
1200	0.01783392076	0.9995833333	0.9991803279	1	0.9995899959
1201	0.01780808728	0.9995833333	0.9991803279	1	0.9995899959
1202	0.01777759244	0.9995833333	0.9991803279	1	0.9995899959
1203	0.0177342331	0.9995833333	0.9991803279	1	0.9995899959
1204	0.01770920067	0.9995833333	0.9991803279	1	0.9995899959
1205	0.01766173112	0.9995833333	0.9991803279	1	0.9995899959
1206	0.01760452119	0.9995833333	0.9991803279	1	0.9995899959
1207	0.01760333248	0.9995833333	0.9991803279	1	0.9995899959
1208	0.01758447031	0.9995833333	0.9991803279	1	0.9995899959
1209	0.017584342	0.9995833333	0.9991803279	1	0.9995899959
1210	0.01756729658	0.9995833333	0.9991803279	1	0.9995899959
1211	0.01756727025	0.9995833333	0.9991803279	1	0.9995899959
1212	0.01756718886	0.9995833333	0.9991803279	1	0.9995899959
1213	0.01750759086	0.9995833333	0.9991803279	1	0.9995899959
1214	0.01745981018	0.9995833333	0.9991803279	1	0.9995899959
1215	0.01742450921	0.9995833333	1	0.9991809992	0.9995903318
1216	0.01735190946	0.9995833333	0.9991803279	1	0.9995899959
1217	0.01735183914	0.9995833333	0.9991803279	1	0.9995899959
1218	0.01733199137	0.9995833333	0.9991803279	1	0.9995899959
1219	0.01732484836	0.9995833333	0.9991803279	1	0.9995899959
1220	0.0173246507	0.9995833333	0.9991803279	1	0.9995899959
1221	0.01732458412	0.9995833333	0.9991803279	1	0.9995899959
1222	0.01732446969	0.9995833333	0.9991803279	1	0.9995899959
1223	0.01730706425	0.9995833333	0.9991803279	1	0.9995899959
1224	0.01726991651	0.9995833333	0.9991803279	1	0.9995899959
1225	0.01725098815	0.9995833333	0.9991803279	1	0.9995899959
1226	0.01725083749	0.9995833333	0.9991803279	1	0.9995899959
1227	0.01722223027	0.9995833333	0.9991803279	1	0.9995899959
1228	0.01718595026	0.9995833333	1	0.9991809992	0.9995903318
1229	0.01714817535	0.9995833333	1	0.9991809992	0.9995903318
1230	0.01712845073	0.9995833333	0.9991803279	1	0.9995899959
1231	0.01710025608	0.9995833333	0.9991803279	1	0.9995899959
1232	0.01708727076	0.9995833333	0.9991803279	1	0.9995899959
1233	0.01708713641	0.9995833333	0.9991803279	1	0.9995899959
1234	0.01705753425	0.9995833333	0.9991803279	1	0.9995899959
1235	0.01703580951	0.9995833333	0.9991803279	1	0.9995899959
1236	0.01700872349	0.9995833333	0.9991803279	1	0.9995899959
1237	0.01697323971	0.9995833333	0.9991803279	1	0.9995899959
